     #Energy       W_all      Mo_all      Pd_all
   -72.82035     0.00000     0.00000     0.00000
   -72.80935     0.00000     0.00000     0.00000
   -72.79935     0.00000     0.00000     0.00000
   -72.78835     0.00000     0.00000     0.00000
   -72.77735     0.00000     0.00000     0.00000
   -72.76735     0.00000     0.00000     0.00000
   -72.75635     0.00000     0.00000     0.00000
   -72.74635     0.00000     0.00000     0.00000
   -72.73535     0.00000     0.00000     0.00000
   -72.72435     0.00000     0.00000     0.00000
   -72.71435     0.00000     0.00000     0.00000
   -72.70335     0.00000     0.00000     0.00000
   -72.69335     0.00000     0.00000     0.00000
   -72.68235     0.00000     0.00000     0.00000
   -72.67235     0.00000     0.00000     0.00000
   -72.66135     0.00000     0.00000     0.00000
   -72.65035     0.00000     0.00000     0.00000
   -72.64035     0.00000     0.00000     0.00000
   -72.62935     0.00000     0.00000     0.00000
   -72.61935     0.00000     0.00000     0.00000
   -72.60835     0.00000     0.00000     0.00000
   -72.59735     0.00000     0.00000     0.00000
   -72.58735     0.00000     0.00000     0.00000
   -72.57635     0.00000     0.00000     0.00000
   -72.56635     0.00000     0.00000     0.00000
   -72.55535     0.00000     0.00000     0.00000
   -72.54435     0.00000     0.00000     0.00000
   -72.53435     0.00000     0.00000     0.00000
   -72.52335     0.00000     0.00000     0.00000
   -72.51335     0.00000     0.00000     0.00000
   -72.50235     0.00000     0.00000     0.00000
   -72.49235     0.00000     0.00000     0.00000
   -72.48135     0.00000     0.00000     0.00000
   -72.47035     0.00000     0.00000     0.00000
   -72.46035     0.00000     0.00000     0.00000
   -72.44935     0.00000     0.00000     0.00000
   -72.43935     0.00000     0.00000     0.00000
   -72.42835     0.00000     0.00000     0.00000
   -72.41735     0.00000     0.00000     0.00000
   -72.40735     0.00000     0.00000     0.00000
   -72.39635     0.00000     0.00000     0.00000
   -72.38635     0.00000     0.00000     0.00000
   -72.37535     0.00000     0.00000     0.00000
   -72.36535     0.00000     0.00000     0.00000
   -72.35435     0.00000     0.00000     0.00000
