     #Energy       W_all      Mo_all      Ti_all      Ru_all
   -72.92450     0.00000     0.00000     0.00000     0.00000
   -72.91350     0.00000     0.00000     0.00000     0.00000
   -72.90250     0.00000     0.00000     0.00000     0.00000
   -72.89150     0.00000     0.00000     0.00000     0.00000
   -72.88050     0.00000     0.00000     0.00000     0.00000
   -72.86850     0.00000     0.00000     0.00000     0.00000
   -72.85750     0.00000     0.00000     0.00000     0.00000
   -72.84650     0.00000     0.00000     0.00000     0.00000
   -72.83550     0.00000     0.00000     0.00000     0.00000
   -72.82450     0.00000     0.00000     0.00000     0.00000
   -72.81350     0.00000     0.00000     0.00000     0.00000
   -72.80250     0.00000     0.00000     0.00000     0.00000
   -72.79150     0.00000     0.00000     0.00000     0.00000
   -72.77950     0.00000     0.00000     0.00000     0.00000
   -72.76850     0.00000     0.00000     0.00000     0.00000
   -72.75750     0.00000     0.00000     0.00000     0.00000
   -72.74650     0.00000     0.00000     0.00000     0.00000
   -72.73550     0.00000     0.00000     0.00000     0.00000
