     #Energy       W_all      Mo_all      Pt_all
   -71.75116     0.00000     0.00000     0.00000
   -71.74016     0.00000     0.00000     0.00000
   -71.72916     0.00000     0.00000     0.00000
   -71.71916     0.00000     0.00000     0.00000
   -71.70816     0.00000     0.00000     0.00000
   -71.69716     0.00000     0.00000     0.00000
   -71.68716     0.00000     0.00000     0.00000
   -71.67616     0.00000     0.00000     0.00000
   -71.66516     0.00000     0.00000     0.00000
   -71.65516     0.00000     0.00000     0.00000
   -71.64416     0.00000     0.00000     0.00000
   -71.63316     0.00000     0.00000     0.00000
   -71.62316     0.00000     0.00000     0.00000
   -71.61216     0.00000     0.00000     0.00000
   -71.60116     0.00000     0.00000     0.00000
   -71.59116     0.00000     0.00000     0.00000
   -71.58016     0.00000     0.00000     0.00000
   -71.56916     0.00000     0.00000     0.00000
   -71.55816     0.00000     0.00000     0.00000
